Subject,Gait,Sensor,TP,FP,FN,PPV,Sensitivity,RCA,SDA
14,regular,3,1036,0,30,1.0,0.9718574108818011,0.9867,0.9857278782112274
14,irregular,3,172,62,59,0.7350427350427351,0.7445887445887446,1.0783,0.7397849462365591
14,semiregular,3,614,195,400,0.7589616810877626,0.6055226824457594,0.8894,0.6736149204607789
15,regular,1,496,1,932,0.9979879275653923,0.3473389355742297,0.5187,0.5153246753246753
15,irregular,1,108,496,498,0.17880794701986755,0.1782178217821782,2.7798,0.1785123966942149
15,semiregular,1,404,67,671,0.8577494692144374,0.3758139534883721,0.6111,0.5226390685640363
15,regular,2,707,2,508,0.997179125528914,0.5818930041152264,0.7396,0.734927234927235
15,irregular,2,27,121,246,0.18243243243243243,0.0989010989010989,0.6835,0.12826603325415678
15,semiregular,2,361,43,782,0.8935643564356436,0.31583552055993,0.5233,0.4667097608274079
15,regular,3,957,22,23,0.9775280898876404,0.976530612244898,1.0166,0.9770290964777948
15,irregular,3,191,222,224,0.46246973365617433,0.4602409638554217,1.9037,0.4613526570048309
15,semiregular,3,700,41,105,0.9446693657219973,0.8695652173913043,0.9599,0.9055627425614489
16,regular,1,183,3,1847,0.9838709677419355,0.09014778325123153,0.1695,0.1651624548736462
16,irregular,1,177,503,505,0.26029411764705884,0.2595307917888563,2.5074,0.2599118942731278
16,semiregular,1,179,33,969,0.8443396226415094,0.1559233449477352,0.3142,0.26323529411764707
16,regular,2,281,0,1654,1.0,0.14521963824289405,0.2552,0.2536101083032491
16,irregular,2,50,190,250,0.20833333333333334,0.16666666666666666,0.8860,0.1851851851851852
16,semiregular,2,167,26,999,0.8652849740932642,0.1432246998284734,0.2849,0.24576894775570274
16,regular,3,1077,2,61,0.9981464318813716,0.9463971880492091,0.9739,0.9715832205683356
16,irregular,3,202,182,183,0.5260416666666666,0.5246753246753246,1.4154,0.5253576072821847
16,semiregular,3,559,47,195,0.9224422442244224,0.7413793103448276,0.8928,0.8220588235294117
17,regular,1,331,1,1394,0.9969879518072289,0.1918840579710145,0.3236,0.3218279047156052
17,irregular,1,138,689,693,0.16686819830713423,0.16606498194945848,3.4625,0.1664656212303981
17,semiregular,1,293,45,1042,0.8668639053254438,0.2194756554307116,0.4050,0.3502689778840406
17,regular,2,721,0,613,1.0,0.54047976011994,0.7036,0.7017031630170316
17,irregular,2,17,187,253,0.08333333333333333,0.06296296296296296,0.8500,0.07172995780590717
17,semiregular,2,557,61,497,0.901294498381877,0.5284629981024668,0.7407,0.666267942583732
17,regular,3,1012,1,32,0.9990128331688055,0.9693486590038314,0.9854,0.9839572192513368
17,irregular,3,185,45,64,0.8043478260869565,0.7429718875502008,0.9625,0.7724425887265136
17,semiregular,3,745,47,135,0.9406565656565656,0.8465909090909091,0.9486,0.8911483253588517
18,regular,1,435,0,1217,1.0,0.26331719128329295,0.4176,0.41686631528509815
18,irregular,1,155,475,478,0.24603174603174602,0.24486571879936808,2.5119,0.2454473475851148
18,semiregular,1,339,35,888,0.9064171122994652,0.2762836185819071,0.4682,0.42348532167395375
18,regular,2,512,0,1062,1.0,0.3252858958068615,0.4923,0.49089165867689355
